movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
Chiamatemi Francesco - Il Papa della gente ,4,98,6,61,57,50,,2015,80,,4,15000000,Biography
Shinjuku Incident ,53,119,3,556,353,19,,2009,9177,chinese|gang|gratitude|immigrant|japan,53,15000000,Action|Crime|Drama|Thriller
Pandaemonium ,22,124,67,631,452,303,,2000,695,betrayal|french revolution|friendship|poet|revolution,32,15000000,Biography|Drama
Groundhog Day ,147,101,11000,13000,571,512,70906973,1993,437418,cult film|existentialism|groundhog day|time loop|trapped in a time loop,609,14600000,Comedy|Fantasy|Romance
Magic Mike XXL ,222,115,13,20000,17000,642,66009973,2015,38202,male bonding|male friendship|male objectification|muscular|stripper,135,14800000,Comedy|Drama|Music
Romeo + Juliet ,106,120,1000,29000,1000,954,46338728,1996,167750,hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers,506,14500000,Drama|Romance
Sarah's Key ,136,111,15,1000,767,121,7691700,2010,12937,apartment|escape|jewish family|journalist|key,73,10000000,Drama|War
Freedom ,5,94,5,467,220,124,,2014,993,19th century|christian film|hymn|religion|slave,13,14500000,Drama|Family|Music
Unforgiven ,131,131,16000,16000,11000,638,101157447,1992,277505,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,495,14400000,Drama|Western
Manderlay ,140,139,3000,3000,769,236,74205,2005,18646,cotton|female frontal nudity|flogging|gangster|slavery,81,14200000,Drama
Slumdog Millionaire ,418,120,0,668,56,40,141319195,2008,641997,cheating|falling from height|murder|non professional cast|slum,1017,15000000,Drama|Romance
Fatal Attraction ,94,119,213,886,276,249,156645693,1987,55101,borderline personality disorder|killing a pet|madame butterfly|new york|new york city,201,14000000,Drama|Romance|Thriller
Pretty Woman ,82,125,0,8000,995,700,178406268,1990,213476,businessman|falling in love with a prostitute|hotel|prostitute|rich man poor woman,271,14000000,Comedy|Romance
Towering Inferno             ,,65,0,770,179,176,,,10,,,,Comedy
Crocodile Dundee II ,32,108,5,442,162,57,109306210,1988,44096,australia|australian|crime boss|crocodile|gangster,62,15800000,Action|Adventure|Comedy
Broken Horses ,22,101,34,892,355,277,,2015,1554,,20,15000000,Action|Crime|Drama|Mystery|Thriller
Born on the Fourth of July ,72,145,0,10000,854,560,70001698,1989,76842,desert|drunkenness|religious mother|strict mother|vietnam war,173,14000000,Biography|Drama|War
Cool Runnings ,39,98,226,953,730,496,68856263,1993,69733,bobsled|coach|jamaica|olympic games|olympics,97,15000000,Adventure|Comedy|Family|Sport
My Bloody Valentine ,264,101,71,10000,960,725,51527787,2009,45603,coma|death|miner|valentine|valentine's day,268,15000000,Horror|Thriller
The Possession ,264,92,30,941,459,309,49122319,2012,47169,basketball coach|box|jewish|rabbi|yard sale,162,14000000,Horror|Thriller
First Blood ,145,93,270,13000,954,535,,1982,172493,1980s|colonel|deputy|rambo|sheriff,376,14000000,Action|Adventure|Drama
Stomp the Yard ,86,109,41,997,826,748,61356221,2007,19505,atlanta georgia|competition|dancer|death|fraternity,162,14000000,Drama|Music|Romance
The Spy Who Loved Me ,112,123,43,456,244,238,46800000,1977,76477,1970s|cult film|official james bond series|submarine|world war three,275,14000000,Action|Adventure|Sci-Fi|Thriller
Ghost Hunters             ,17,60,,155,130,84,,,5563,ghost|paranormal|paranormal research|shaky cam,57,,Documentary
Urban Legend ,101,99,9,975,912,648,38048637,1998,47814,campus|death|friend|professor|urban legend,426,14000000,Horror|Mystery|Thriller
Dangerous Liaisons ,51,119,350,18000,17000,418,34700000,1988,52846,catholic|corruption|emotional abuse|france|seduction,143,14000000,Drama|Romance
Good Deeds ,42,110,0,849,597,490,35010192,2012,6352,businessman|fight|mean brother|narrated by character|wordplay in title,43,,Comedy|Drama|Romance
White Fang ,10,107,116,327,172,25,34793160,1991,15730,alaska|dog|friendship|gold|yukon,31,14000000,Adventure|Drama
Superstar ,43,81,54,8000,670,636,30628981,1999,15047,dancing|orphan|school|special education|student,160,14000000,Comedy|Romance
The Iron Lady ,331,105,58,11000,1000,583,29959436,2011,82327,british prime minister|female prime minister|politics|prime minister|told in flashback,350,13000000,Biography|Drama|History
Jonah: A VeggieTales Movie ,38,82,12,23,12,8,25571351,2002,3135,anthropomorphism|pirate|pirate ship|tomato|whale,78,14000000,Adventure|Animation|Comedy|Drama|Family|Musical
Poetic Justice ,12,109,309,592,556,279,27515786,1993,8904,african american|mail carrier|poetry|postal worker|south central los angeles,31,14000000,Drama|Romance
All About the Benjamins ,40,95,10,706,266,111,25482931,2002,9693,black comedy|bounty hunter|diamond|machismo|money,33,14000000,Action|Comedy|Crime|Thriller
Vampire in Brooklyn ,34,100,0,723,422,364,19900000,1995,17262,blood|destiny|nightmare|partner|vampire,53,20000000,Comedy|Fantasy|Horror|Romance
Exorcist II: The Heretic ,82,118,128,931,726,467,,1977,16294,demon|exorcism|locust|priest|repressed memory,252,14000000,Horror
An American Haunting ,125,91,31,874,613,50,16298046,2005,22207,flashback|lifting someone into the air|paranormal phenomena|voice over letter|year 1818,747,14000000,Horror|Mystery|Thriller
My Boss's Daughter ,56,90,119,869,779,636,15549702,2003,24038,boss' daughter|crush|house sitter|housesitting|love interest,123,14000000,Comedy|Romance
A Perfect Getaway ,160,108,123,26000,14000,690,15483540,2009,56338,cliff|hawaii|island|newlywed|waterfall,215,14000000,Adventure|Mystery|Thriller
Our Family Wedding ,71,103,44,953,849,625,20246959,2010,5721,california|love|marriage|wedding|wedding dress,20,14000000,Comedy|Romance
Dead Man on Campus ,37,96,0,3000,2000,654,15062898,1998,11729,college|college roommate|party|roommate|student,106,14000000,Comedy
Tea with Mussolini ,62,117,160,718,330,55,14348123,1999,9323,ambassador|american|art|english|italy,157,12000000,Comedy|Drama|War
Thinner ,73,93,85,1000,855,514,15171475,1996,19805,death|doctor|gypsy|judge|lawyer,122,8500000,Fantasy|Horror
"New York, New York ",59,136,17000,22000,740,213,,1977,13548,love|musician|saxophonist|singer|songwriter,75,14000000,Drama|Music|Musical|Romance
Crooklyn ,25,115,0,1000,848,534,13640000,1994,6011,argument|birthday|bully|coming of age|semi autobiographical,39,14000000,Comedy|Drama
I Think I Love My Wife ,97,94,0,12000,490,458,12550242,2007,13866,banker|investment|investment banker|marriage|sex,55,,Comedy|Drama|Romance
Jason X ,205,85,52,1000,935,489,12610731,2001,38985,jason voorhees|lake|machete|scientist|slasher,673,11000000,Action|Horror|Sci-Fi|Thriller
Big Fat Liar ,69,88,189,934,927,799,47811275,2002,29008,brunette|film producer|liar|prank|stunt,99,15000000,Adventure|Comedy|Family
Bobby ,195,112,0,12000,593,383,11204499,2006,38142,campaign|chess|friend|hotel|senator,270,14000000,Drama|History
Head Over Heels ,61,86,70,878,834,169,10397365,2001,11693,apartment|fast motion scene|model|private investigation|suspected murder,104,14000000,Comedy|Mystery|Romance
Fun Size ,77,86,90,962,925,635,9402410,2012,11233,adult humor|best friend|friend|halloween|teenage girl,32,14000000,Adventure|Comedy
The Diving Bell and the Butterfly ,259,112,232,413,412,177,5990075,2007,89906,arc de triomphe paris|based on autobiography|coma|elle magazine|male frontal nudity,175,,Biography|Drama
Little Children ,251,137,143,14000,617,280,5459824,2006,92781,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,320,26000000,Drama|Romance
Gossip ,63,90,49,12000,215,191,5108820,2000,12519,college|college campus|gossip|rape|sex,112,24000000,Drama|Mystery|Thriller
A Walk on the Moon ,47,107,956,10000,233,113,4741987,1999,6782,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,114,14000000,Drama
Catch a Fire ,108,98,176,543,113,15,4291965,2006,9334,attack|coach|colonel|jail|oil refinery,59,14000000,Biography|Drama|History
Soul Survivors ,64,84,12,159,102,102,3100650,2001,7277,car accident|college|ghost|girl in panties|white panties,181,14000000,Drama|Horror|Mystery|Thriller
Jefferson in Paris ,20,139,133,423,15,5,2474000,1995,2427,18th century|ambassador|french revolution|friendship|thomas jefferson,27,14000000,Biography|Drama|History|Romance
Easy Virtue ,135,97,11,14000,1000,548,2656324,2008,16444,estate|female frontal nudity|female nudity|no panties|unhappy marriage,79,,Comedy|Romance
Caravans ,2,127,109,16000,469,324,1000000,1978,524,afghanistan|caravan|rebel|russian|tribe,8,14000000,Action|Adventure|History
Mr. Turner ,262,150,608,149,44,43,3958500,2014,17933,prism|rented room|scrofula|sketching|sunrise,165,8200000,Biography|Drama|History
Wild Grass ,129,104,752,412,74,59,403649,2009,3174,dentist|letter|pilot|skateboard|wallet,31,,Drama|Romance
Amen. ,69,132,333,380,326,284,274299,2002,11077,jesuit|jew|pope|priest|ss,55,103000000,Biography|Crime|Drama|War
Reign of Assassins ,50,117,2,149,32,21,,2010,6069,martial arts|sword fight|wuxia,34,12000000,Action
The Lucky Ones ,57,115,168,697,329,322,183088,2008,11704,college tuition|guitar|road trip|soldier|stranded,36,15000000,Comedy|Drama|War
Margaret ,116,186,50,13000,1000,338,46495,2011,12053,accident|bus|loss of virginity|new york city|virginity,119,14000000,Drama
Stan Helsing ,45,90,10,826,521,378,,2009,9928,dollar bill|double entendre|escaped convict|halloween|striptease,66,,Comedy|Horror
Flipped ,87,90,0,1000,872,767,1752214,2010,60460,apology|falling in love|multiple perspectives|narrated by a girl|younger version of character,104,14000000,Comedy|Drama|Romance
Brokeback Mountain ,357,134,0,15000,13000,11000,83025853,2005,259837,gay relationship|homosexuality|mountain|ranch|rodeo,2254,14000000,Drama|Romance
Teenage Mutant Ninja Turtles ,348,101,473,833,809,429,190871240,2014,167089,18 wheeler|mutant|ninja|sewer|turtle,491,125000000,Action|Adventure|Comedy|Sci-Fi
Clueless ,88,97,143,927,281,201,56631572,1995,123390,female protagonist|high school|makeover|matchmaker|popularity,248,12000000,Comedy|Romance
Far from Heaven ,181,107,162,2000,258,135,15854988,2002,36542,african american|catastrophe|family relationships|farewell scene|therapy,378,13500000,Drama|Romance
Hot Tub Time Machine 2 ,107,99,38,3000,837,390,12282677,2015,28159,acid trip|gameshow|hot tub|time lord|time machine,96,14000000,Comedy|Sci-Fi
Dekalog             ,53,55,,20,3,2,447093,,12590,meaning of life|moral challenge|morality|search for meaning|ten commandments,37,,Drama
Quills ,132,124,133,14000,230,170,7060876,2000,44795,asylum|lust|male pubic hair|penis|pubic hair,314,13500000,Biography|Drama
Seven Psychopaths ,401,110,454,2000,906,816,14989761,2012,185845,dognapping|gangster|misfiring gun|screenwriter|shih tzu,284,15000000,Comedy|Crime
The Caveman's Valentine ,58,105,148,539,508,400,687081,2001,5602,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,59,,Crime|Drama|Music|Mystery|Thriller
The Border             ,1,41,,70,2,2,,,271,,2,,Action|Crime|Drama|Thriller
Downfall ,192,178,101,918,653,471,5501940,2004,248354,bunker|hitler|nazi|no exit|war ruins,564,13500000,Biography|Drama|History|War
The Sea Inside ,157,125,448,273,114,93,2086345,2004,64556,dignity|euthanasia|freedom|lawyer|sailor,140,10000000,Biography|Drama|Romance
Under the Skin ,454,108,143,19000,50,21,2605039,2013,85022,alien|desire|female nudity|male frontal nudity|scotland,616,,Drama|Horror|Sci-Fi|Thriller
"Good Morning, Vietnam ",62,121,272,49000,263,227,123922370,1987,98348,disc jockey|friendship|radio|vietnam|vietnamese,131,13000000,Biography|Comedy|Drama|War
The Last Godfather ,4,100,26,898,391,385,163591,2010,912,mafia|mafia boss|mafiosi|mafioso|three word title,17,13400000,Comedy
Justin Bieber: Never Say Never ,84,115,209,569,69,41,73000942,2011,74351,boyhood friend|manager|plasma tv|prodigy|star,233,13000000,Documentary|Music
Black Swan ,669,108,0,20000,15000,1000,106952327,2010,551363,ballerina|ballet|fear|female protagonist|madness,1140,13000000,Drama|Thriller
RoboCop ,492,117,294,10000,2000,1000,58607007,2014,182910,law enforcement|police|robocop|robot|technology,630,100000000,Action|Crime|Sci-Fi|Thriller
The Godfather: Part II ,149,220,0,22000,14000,3000,57300000,1974,790926,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,650,13000000,Crime|Drama
Save the Last Dance ,101,112,49,656,363,237,91038276,2001,47876,dance|dancing|ghetto|hip hop|imperative in title,320,13000000,Drama|Music|Romance
A Nightmare on Elm Street 4: The Dream Master ,102,99,212,130,125,54,49369900,1988,36108,demon|dream|elm street|freddy krueger|nightmare,260,7000000,Fantasy|Horror|Thriller
Miracles from Heaven ,63,109,36,3000,3000,579,61693523,2016,6276,child cancer|christian film|christianity|falling into a hole|inspiring,55,13000000,Drama
"Dude, Where's My Car? ",106,83,8,3000,934,612,46729374,2000,116625,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,469,13000000,Comedy|Mystery
Young Guns ,50,107,58,549,439,316,44726644,1988,42614,army|cattle|deputy|new mexico|rancher,120,13000000,Action|Crime|Drama|Thriller|Western
St. Vincent ,275,102,51,13000,6000,360,44134898,2014,72803,bullying|grumpy old man|school presentation|stroke|stroke recovery,171,13000000,Comedy|Drama
About Last Night ,90,100,38,833,807,460,48637684,2014,16979,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,42,12500000,Comedy|Romance
10 Things I Hate About You ,133,97,19,23000,13000,835,38176108,1999,222099,dating|protective father|school|shrew|teen movie,549,16000000,Comedy|Drama|Romance
The New Guy ,49,92,13,11000,489,301,28972187,2002,28805,cheerleader|geek|high school|prison|reference to janet jackson,159,13000000,Comedy
Loaded Weapon 1 ,19,84,0,11000,852,182,27979400,1993,37611,cookie|detective|microfilm|parody|sergeant,72,8200000,Action|Comedy|Crime
The Shallows ,186,86,174,619,350,2,54257433,2016,12983,beach|island|mexico|prey|trapped,139,17000000,Drama|Horror|Thriller
The Butterfly Effect ,185,120,19,8000,902,829,23947,2004,357579,blackout|child pornography|memory|surprise ending|time travel,1100,13000000,Sci-Fi|Thriller
Snow Day ,42,89,13,571,442,329,60008303,2000,9285,meteorologist|snow|snowed in|snowplow|weather,91,13000000,Adventure|Comedy|Family
This Christmas ,37,117,17,1000,997,912,49121934,2007,6528,christmas|family home|musician|piano|secret,32,13000000,Comedy|Drama|Romance
Baby Geniuses ,45,97,84,899,842,782,27141959,1999,19547,baby|boy|science|scientist|toddler,168,18000000,Comedy|Crime|Family|Sci-Fi
The Big Hit ,57,91,6,904,471,459,27052167,1998,24834,hitman|kidnapping|kosher|vhs|video store,168,13000000,Action|Comedy|Crime|Thriller
Harriet the Spy ,25,100,15,694,558,388,26539321,1996,7984,binoculars|child spy|notebook|secret|spy,42,13000000,Comedy|Drama|Family
Child's Play 2 ,59,72,5,659,628,435,28501605,1990,31371,boy|doll|foster home|killer doll|serial killer,166,13000000,Fantasy|Horror
No Good Deed ,58,84,12,1000,345,334,52543632,2014,12676,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,84,13200000,Crime|Thriller
The Mist ,330,126,0,2000,850,745,25592632,2007,220475,desperation|fog|giant insect|survival|survival horror,1066,18000000,Horror
Ex Machina ,489,108,232,149,145,123,25440971,2015,289508,artificial intelligence|robot|robot human relationship|turing test|video surveillance,611,15000000,Drama|Mystery|Sci-Fi|Thriller
Being John Malkovich ,242,112,0,512,216,213,22858926,1999,254404,body swap|magical realism|portal|puppeteer|surrealism,840,13000000,Comedy|Drama|Fantasy
Two Can Play That Game ,40,90,7,939,890,405,22235901,2001,4339,advice|battle of the sexes|lingerie|romantic rivalry|rule,31,6000000,Comedy|Romance
Earth to Echo ,112,91,13,803,587,140,38916903,2014,15664,alien|bar|construction worker|no opening credits|no title at beginning,149,13000000,Adventure|Family|Sci-Fi
Crazy/Beautiful ,84,135,134,4000,1000,525,16929123,2001,21406,congressman|high school|latino|pacific palisades|school,169,14000000,Drama|Romance
Letters from Iwo Jima ,251,141,16000,378,85,78,13753931,2006,132149,blood splatter|general|island|japan|world war two,316,19000000,Drama|History|War
The Astronaut Farmer ,113,104,35,24000,912,844,10996440,2006,19707,bank|fbi|fuel|rocket|space travel,128,13000000,Adventure|Drama|Sci-Fi
Woo ,23,84,18,1000,851,744,8026971,1998,1520,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,20,13000000,Comedy|Romance
Room ,421,118,412,805,681,491,14677654,2015,161288,based on novel|escape|imprisonment|kidnapping|mother son relationship,351,13000000,Drama
Dirty Work ,32,82,799,721,359,294,9975684,1998,20033,cult film|gambling debt|job|off screen murder|revenge,117,13000000,Comedy
Serial Mom ,52,95,0,899,849,650,7881335,1994,21212,dentist|housewife|howie scream|murder|perfection,107,13000000,Comedy|Crime|Thriller
Dick ,81,94,26,16000,8000,4000,6241697,1999,16059,political cover up|political satire|teenage girl|white house|witness,210,13000000,Comedy
Del 1 - MÃ_n som hatar kvinnor             ,,88,76,690,94,75,,,335,,,,Action|Crime|Mystery|Thriller
Light It Up ,39,99,7,3000,1000,730,5871603,1999,3116,black cop|die hard scenario|hostage negotiator|police|police brutality,39,13000000,Drama|Thriller
54 ,63,121,15,4000,957,812,16574731,1998,27675,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,181,13000000,Drama|Music
Bubble Boy ,47,84,2,15000,816,690,5002310,2001,25541,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,181,13000000,Adventure|Comedy|Romance|Sci-Fi
Birthday Girl ,111,93,16,567,326,258,4919896,2001,21530,bank|bank clerk|birthday|mail order bride|russian,159,13000000,Comedy|Crime|Thriller
21 & Over ,168,93,24,552,528,499,25675765,2013,60407,21st birthday|college student|drunken man|pubic hair|standing up to father,84,13000000,Comedy
"Paris, je t'aime ",165,120,107,12000,530,280,4857376,2006,63084,baby|divorce|oscar wilde|pigalle|tourist,123,13000000,Comedy|Drama|Romance
Resurrecting the Champ ,104,112,37,748,573,548,3169424,2007,18442,boxing|colosseum|homeless man|reporter|writer,59,13000000,Drama|Sport
Admission ,150,107,80,2000,257,252,18004225,2013,28573,adoption|female protagonist|princeton university|wedding|working women,87,13000000,Comedy|Drama|Romance
The Widow of Saint-Pierre ,61,112,83,2000,370,8,3058380,2000,4767,archipelago|guillotine|island|prison|redemption,69,100000000,Drama|Romance
Chloe ,226,96,460,14000,153,73,3074838,2009,56264,bare chested boy|doctor|escort|infidelity|prostitute,166,11000000,Drama|Mystery|Romance|Thriller
Faithful ,21,91,150,979,385,150,2104000,1996,1595,bathroom|bathtub|female protagonist|flashback|kitchen,19,13000000,Comedy|Crime|Drama
Brothers ,217,105,260,20000,15000,1000,28501651,2009,88037,afghanistan|death of soldier|presumed dead|prisoner|war trauma,201,26000000,Drama|Thriller
Find Me Guilty ,94,125,0,22000,14000,968,1172769,2006,28068,court|drugs|judge|mafia|mobster,108,13000000,Biography|Comedy|Crime|Drama
The Perks of Being a Wallflower ,364,102,139,8000,3000,850,17738570,2012,351274,coming of age|depression|gay|high school|mental illness,457,13000000,Drama|Romance
Excessive Force ,19,87,29,683,155,147,1200000,1993,922,exercise bicycle|face in food|police|police brutality|policeman,23,3000000,Action
Infamous ,129,118,41,2000,812,442,1150403,2006,14143,blood|book|cold calculation|murder|writer,102,13000000,Biography|Crime|Drama
The Claim ,71,115,187,14000,900,887,403932,2000,5254,gold|gold mine|miner|railroad|surveyor,92,20000000,Drama|Romance|Western
The Vatican Tapes ,93,91,83,3000,1000,794,1712111,2015,7199,evil|injury|possession|priest|vatican,53,8495000,Horror|Thriller
Attack the Block ,399,88,115,1000,305,304,1024175,2011,82331,alien|alien invasion|apartment|creature|gang,297,13000000,Action|Comedy|Sci-Fi|Thriller
In the Land of Blood and Honey ,110,127,11000,306,164,116,301305,2011,31414,bosnian war|church|emaciation|soldier|violence,180,13000000,Drama|Romance|War
The Call ,285,94,122,873,461,383,51872378,2013,88241,911 operator|calling 911|die hard scenario|head held underwater|white villain,266,13000000,Crime|Thriller
Operation Chromite ,2,115,32,14000,81,29,31662,2016,90,,1,12620000,Action|Drama|History|War
The Crocodile Hunter: Collision Course ,61,90,0,477,238,234,28399192,2002,5663,cia|crocodile|satellite|snake|spider,106,13000000,Action|Adventure|Comedy|Family
I Love You Phillip Morris ,242,102,43,170,157,113,2035566,2009,77305,character name in title|con artist|fraud|gay|prison break,162,13000000,Biography|Comedy|Crime|Drama|Romance
Quest for Fire ,62,100,218,581,201,91,,1981,16281,fire|prehistoric times|primitive|tribe|trio,96,12500000,Adventure|Drama|History
Antwone Fisher ,121,117,18000,18000,638,543,21078145,2002,26493,black american|extortion|navy|psychiatrist|sailor,159,12500000,Biography|Drama
The Emperor's Club ,83,109,97,13000,795,355,14060950,2002,14354,classroom|fund raising|headmaster|reunion|roman,139,12500000,Drama
True Romance ,122,121,12000,11000,10000,975,12281500,1993,163492,aspiring actor|cocaine|drugs|pimp|suitcase full of money,460,13000000,Action|Crime|Drama|Romance|Thriller
Womb ,88,111,28,6000,2000,1000,,2010,9957,clone|love|male nudity|medical ethics|virginity,35,3660000,Drama|Romance|Sci-Fi
Glengarry Glen Ross ,120,100,164,18000,14000,99,10725228,1992,75675,office|pressure|real estate|robbery|sales,365,12500000,Crime|Drama|Mystery
The Killer Inside Me ,225,109,187,818,467,204,214966,2010,28483,deputy|murder|revenge|sheriff|texas,176,13000000,Crime|Drama|Thriller
Cat People ,130,93,261,783,782,697,,1982,14193,cat|cat people|leopard|love|slip the undergarment,106,18000000,Fantasy|Horror|Thriller
Sorority Row ,167,101,10,1000,668,472,11956207,2009,24012,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,126,16000000,Horror|Mystery
The Prisoner of Zenda ,7,101,19,490,185,135,,1937,3256,coronation|fictitious country|king|princess|swashbuckler,44,,Adventure|Drama|Romance
Lars and the Real Girl ,226,106,44,33000,730,552,5949693,2007,114762,in love with an inanimate object|internet|introvert|psychologist|sex doll,299,12000000,Comedy|Drama|Romance
The Boy in the Striped Pajamas ,185,94,39,77,32,18,9030581,2008,132386,boy|fence|jew|nazis|poison gas,398,12500000,Drama|War
Dancer in the Dark ,177,140,3000,963,595,322,4157491,2000,79330,ends with quotation|execution|factory|women's prison|year 1964,690,12800000,Crime|Drama|Musical
Oscar and Lucinda ,28,132,44,1000,653,241,1508689,1997,5648,australia|church|glass|inheritance|wager,50,16000000,Drama|Romance
The Funeral ,48,99,220,812,787,599,1227324,1996,6921,1930s|madness|murder|new york city|violence,48,12500000,Crime|Drama
Solitary Man ,116,90,34,966,681,506,4360548,2009,13371,aging|hdtv|high definition television|love|marriage,60,15000000,Comedy|Drama|Romance
Machete ,391,105,20,22000,982,844,26589953,2010,165792,machete|mexican|mexico|priest|texas,392,10500000,Action|Crime|Thriller
Casino Jack ,117,108,60,18000,322,168,1039869,2010,14757,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,51,15000000,Biography|Comedy|Crime|Drama
The Land Before Time ,24,69,383,912,320,191,48092846,1988,61753,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,133,12500000,Adventure|Animation|Family
Tae Guk Gi: The Brotherhood of War ,86,148,16,717,517,489,1110186,2004,31943,1950s|archeologist|korea|korean war|soldier,224,12800000,Action|Drama|War
The Perfect Game ,41,118,50,968,844,655,1089445,2009,2676,baseball movie|little league|little league baseball|mexico|three word title,33,12500000,Comedy|Drama|Family|Sport
The Exorcist ,304,132,607,1000,931,259,204565000,1973,284252,demonic possession|exorcism|exorcist|loss of innocence|priest,1058,8000000,Horror
Jaws ,385,130,14000,813,559,366,260000000,1975,412454,beach|blockbuster|fishing|great white shark|shark,962,8000000,Adventure|Drama|Thriller
American Pie ,145,95,80,3000,1000,1000,101736215,1999,315549,1990s|first love|milf|prom|virginity,789,11000000,Comedy
Ernest & Celestine ,99,80,2,6000,637,186,71442,2012,12029,bear|dentist|friendship|mouse|prejudice,32,9600000,Animation|Comedy|Crime|Drama|Family
The Golden Child ,29,94,23,400,255,148,79817937,1986,39798,boy|child|chosen one|demon|detective,69,25000000,Action|Adventure|Comedy|Fantasy|Mystery
Think Like a Man ,77,122,167,997,966,807,91547205,2012,34579,advice|black romance|hip hop|reading a book|sex scene,62,12000000,Comedy|Romance
Barbershop ,91,102,167,656,528,436,75074950,2002,22147,barber|barbershop|blaxploitation|loan shark|theft,156,12000000,Comedy|Drama
Star Trek II: The Wrath of Khan ,148,116,120,12000,980,664,78900000,1982,91414,jamming communications|planet|space station|taunt|trap,359,11000000,Action|Adventure|Sci-Fi
Ace Ventura: Pet Detective ,61,78,293,759,595,567,72217000,1994,216486,detective|dolphin|mascot|nudity|stupidity,242,12000000,Comedy
WarGames ,84,114,139,2000,883,793,79568000,1983,71842,computer|game|high school|norad|teenager,152,12000000,Sci-Fi|Thriller
Witness ,83,112,608,11000,10000,733,65500000,1985,66966,amish|love|murder|police|train,175,12000000,Crime|Drama|Romance|Thriller
Act of Valor ,216,110,16,93,17,11,70011073,2012,57996,mission|navy seal|terrorist|torture|valor,349,12000000,Action|Adventure|Drama|Thriller|War
Step Up ,107,104,98,17000,2000,920,65269010,2006,90938,dance|dancer|school|showcase|student,271,12000000,Crime|Drama|Music|Romance
Beavis and Butt-Head Do America ,63,81,406,13000,2000,616,63071133,1996,42892,beavis and butt head|fbi|score|television|television set,154,12000000,Adventure|Animation|Comedy|Crime
Jackie Brown ,140,154,16000,22000,1000,889,39647595,1997,239540,arms dealer|atf|bail|money|multiple perspectives,462,12000000,Crime|Thriller
Harold & Kumar Escape from Guantanamo Bay ,153,102,22,1000,954,816,38087366,2008,113918,bong|escape|ex girlfriend|guantanamo bay|texas,165,12000000,Adventure|Comedy
Chronicle ,414,89,128,963,465,371,64572496,2012,204327,found footage|high school|subjective camera|teen angst|troubled teen,471,12000000,Drama|Sci-Fi|Thriller
Yentl ,16,132,0,405,194,122,30400000,1983,9503,love|study|talmud|wedding|yeshiva,68,12000000,Drama|Musical|Romance
Time Bandits ,139,103,0,629,561,504,42365600,1981,45890,cult director|dwarf|robin hood|satire|treasure,177,5000000,Adventure|Comedy|Fantasy|Sci-Fi
Crossroads ,111,93,33,1000,188,135,37188667,2002,34219,audition|friendship|graduation|high school graduation|love,578,12000000,Comedy|Drama
Project X ,229,93,166,971,329,281,54724272,2012,157051,birthday party|high school|high school senior|millennial generation|party,261,12000000,Comedy|Crime
Patton ,112,172,76,654,416,78,,1970,76398,allies|dead soldier|destiny|general|tank,258,12000000,Biography|Drama|War
One Hour Photo ,207,96,132,49000,989,933,31597131,2002,97938,insanity|photo lab|photo shop|photography|voyeur,605,12000000,Drama|Thriller
Quarantine ,198,89,66,137000,1000,1000,31691811,2008,57446,apartment building|found footage|television|trapped|virus,369,12000000,Horror|Sci-Fi|Thriller
The Eye ,172,92,0,17000,527,451,31397498,2008,44130,cellular memory|eye|eye transplant|seeing dead people|violinist,156,12000000,Horror|Mystery
Johnson Family Vacation ,45,97,4,1000,1000,826,31179516,2004,5928,cross country|cross country trip|highway travel|on the road|road movie,49,12000000,Comedy
How High ,34,93,58,995,729,722,31155435,2001,42644,college|drugs|harvard|pot|smoke,102,12000000,Comedy|Fantasy
The Muppet Christmas Carol ,75,89,53,227,94,84,27281507,1992,33850,christmas|christmas eve|miser|muppet|scrooge,147,12000000,Comedy|Drama|Family|Fantasy|Musical
Casino Royale ,400,144,258,6000,1000,834,167007184,2006,470501,casino|espionage|free running|james bond|terrorist,2301,150000000,Action|Adventure|Thriller
Frida ,128,123,278,4000,1000,898,25776062,2002,61651,art|bisexual|marriage|pain|revolutionary,271,12000000,Biography|Drama|Romance
Katy Perry: Part of Me ,68,93,4,28,9,8,25240988,2012,12383,female protagonist|reference to britney spears|singer|song|world tour,50,12000000,Documentary|Music
The Fault in Our Stars ,326,133,131,8000,1000,733,124868837,2014,249688,cancer|falling in love|friendship|novel|teenager,548,12000000,Drama|Romance
